player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Chris Wormley,11829,ED,MICHIGAN,12,6,0,,1,0,222,63.4,82.7,69.8,74.4,83.1,81.4,10,20,0,,7.1,2,0,1,0.0,0,6,2,0,0,495,492,13,36,409,34,0,3,257,238,0,21,20,0,36,0,0,0,
Duke Riley,11830,LB,LSU,11,16,0,61.5,0,1,211,61.6,68.3,86.6,60.0,70.5,74.0,4,6,1,27,10.4,8,1,0,56.7,16,2,672,1,318,692,9,0,0,9,0,0,683,52,322,10,33,53,26,12,0,121,72,7.6
Alex Anzalone,11831,LB,FLORIDA,8,8,2,76.5,0,0,163,59.4,64.3,44.3,75.0,62.8,68.7,1,12,0,43,13.7,7,1,1,107.0,13,3,351,0,175,424,47,0,0,47,0,3,377,46,203,22,22,36,17,16,0,168,141,12.9
Daeshon Hall,11832,ED,TEXAS A&M,12,5,1,,0,1,312,45.1,65.1,52.1,72.7,59.7,48.5,10,24,0,,19.1,9,0,3,0.0,0,4,0,0,12,764,763,0,35,660,68,0,1,405,347,1,21,33,0,38,0,0,0,
Tim Williams,11833,ED,ALABAMA,12,2,0,100.0,0,2,103,63.6,90.8,60.6,90.6,83.0,68.5,8,31,0,29,10.5,2,1,1,118.8,2,8,1,0,17,311,310,0,0,310,0,0,1,201,93,0,22,15,2,47,0,30,31,15.0
Tarell Basham,11835,ED,OHIO,12,4,2,0.0,0,2,259,69.1,84.2,46.8,88.3,72.0,53.1,8,44,0,,22.2,8,0,3,39.6,0,10,3,0,12,577,573,0,2,559,12,0,4,346,219,0,26,24,1,62,0,0,0,
Fabian Moreau,11836,CB,UCLA,12,5,0,51.7,0,1,324,70.5,72.1,87.0,,73.9,63.8,0,0,2,31,13.9,5,9,7,67.4,31,0,27,744,447,790,4,0,0,4,0,1,786,0,343,14,7,26,60,0,2,360,116,11.6
Eddie Vanderdoes,11843,DI,UCLA,12,3,0,,0,0,324,59.2,81.5,39.9,74.5,84.0,75.2,3,18,0,,4.3,1,0,3,0.0,0,3,9,0,0,616,607,77,492,3,35,0,9,332,284,0,18,19,0,24,0,0,0,
Shaquill Griffin,11845,CB,UCF,12,7,0,40.9,0,0,323,89.9,89.8,26.7,55.4,83.7,82.3,0,0,4,45,7.8,4,10,4,51.5,27,0,58,799,437,875,3,0,0,3,0,4,872,1,437,10,9,40,66,0,4,322,124,11.9
Jourdan Lewis,11846,CB,MICHIGAN,9,1,0,30.3,1,0,222,85.5,85.1,39.1,51.8,82.2,63.2,1,1,2,34,15.4,4,9,4,15.6,10,0,37,381,264,532,4,0,0,4,0,3,528,3,265,105,10,21,33,2,0,107,25,10.7
John Johnson III,11847,S,BOSTON COL,12,11,0,64.7,0,1,121,65.8,67.7,53.1,56.0,72.2,82.9,0,2,3,58,7.8,5,5,1,90.6,22,0,252,12,421,726,5,0,0,5,0,318,721,5,300,139,18,48,34,2,5,259,104,11.8
Montravius Adams,11848,DI,AUBURN,12,8,2,,1,0,115,58.1,80.3,37.7,78.1,80.6,73.5,9,21,1,,11.4,4,0,3,0.0,0,6,0,0,1,561,561,173,353,13,22,0,0,348,212,0,23,23,0,36,0,0,0,
Delano Hill,11849,S,MICHIGAN,12,2,0,57.9,0,1,222,81.3,82.0,46.7,76.3,80.8,84.2,1,0,3,70,7.5,4,3,2,64.1,22,1,147,12,351,680,33,0,0,33,0,242,647,7,322,246,18,47,38,2,2,266,99,12.1
Cameron Sutton,11850,CB,TENNESSEE,6,1,0,63.3,0,0,307,66.1,65.1,82.8,53.2,62.0,61.5,0,0,1,32,16.0,4,3,0,70.1,19,0,57,326,174,403,6,0,0,6,0,1,397,4,225,13,4,20,30,0,0,210,69,11.1
Cordrea Tankersley,11852,CB,CLEMSON,12,4,0,47.8,2,0,140,89.5,86.6,85.9,47.1,78.2,83.1,0,1,1,44,4.8,2,8,6,62.0,22,0,99,545,386,685,33,0,0,33,0,4,652,14,285,4,17,36,46,1,1,242,95,11.0
Rasul Douglas,11854,CB,W VIRGINIA,12,10,0,40.5,0,1,343,89.1,89.6,57.7,61.2,85.0,83.2,0,0,8,75,5.0,3,10,3,32.2,34,1,59,819,492,902,9,0,0,9,0,1,893,2,408,13,9,47,84,1,3,486,234,14.3
Nazair Jones,11857,DI,N CAROLINA,11,15,4,,0,1,245,68.4,84.0,85.8,63.9,88.0,77.1,4,8,0,,3.8,2,0,0,0.0,0,2,2,0,0,521,519,73,432,2,12,0,2,212,309,0,25,35,0,14,0,0,0,
Trey Hendrickson,11858,ED,FAU,12,4,2,50.0,0,1,165,58.1,86.7,50.3,90.8,77.5,57.3,13,55,0,25,22.5,9,0,4,95.8,1,9,1,0,10,696,695,0,8,589,98,0,1,310,376,0,30,27,2,77,0,25,29,25.0
James Conner,11860,HB,PITTSBURGH,2,0,0,,0,0,268,,66.5,70.5,65.7,,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,4,4,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,
Kendell Beckwith,11862,LB,LSU,10,12,0,75.8,0,0,211,77.3,74.9,82.5,65.8,70.1,64.8,0,2,0,42,14.3,14,4,0,95.0,25,1,514,0,290,562,7,0,0,7,0,0,555,10,262,41,41,72,33,3,0,236,232,9.4
Vince Biegel,11863,ED,WISCONSIN,10,6,0,66.7,1,0,349,71.3,81.9,25.3,86.4,76.1,56.5,6,31,0,17,24.3,9,0,3,97.9,2,4,15,0,80,439,382,0,0,382,0,0,57,198,161,41,20,22,3,41,0,29,4,14.5
Jaleel Johnson,11864,DI,IOWA,12,11,2,,0,0,192,60.0,74.7,57.1,79.1,68.6,72.6,7,24,0,,4.8,2,0,2,0.0,0,8,0,0,0,628,628,226,396,0,6,0,0,322,306,0,28,29,0,39,0,0,0,
Tedric Thompson,11866,S,COLORADO,12,10,0,38.7,0,0,143,91.2,89.9,56.0,47.2,65.2,70.2,0,2,7,50,13.8,9,9,2,19.8,24,0,164,10,448,785,12,0,0,12,0,378,773,7,330,221,15,46,62,2,1,293,147,12.2
Eddie Jackson,11867,S,ALABAMA,8,4,0,63.6,0,0,103,82.0,76.3,86.1,59.2,58.1,67.2,0,0,1,20,14.8,4,0,0,38.8,7,0,90,4,277,450,0,0,0,0,0,276,450,1,172,80,6,19,11,0,0,57,20,8.1
Rayshawn Jenkins,11868,S,MIAMI FL,12,8,0,60.4,0,0,220,66.9,66.9,89.2,69.5,61.4,58.0,1,2,2,30,18.8,15,4,1,77.3,29,2,149,3,405,750,13,0,0,13,0,318,737,22,323,267,19,57,48,5,2,327,124,11.3
Carl Lawson,11871,ED,AUBURN,12,2,0,100.0,0,1,115,70.0,85.3,16.6,91.4,65.6,61.5,13,40,0,-4,21.1,4,0,5,79.2,1,9,23,0,10,574,550,0,12,526,12,0,24,340,224,1,20,13,1,62,0,-4,3,-4.0
Mack Hollins,11873,WR,N CAROLINA,1,0,0,,1,0,245,,60.0,60.0,,60.0,,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Ben Gedeon,11875,LB,MICHIGAN,12,30,0,82.6,0,0,222,49.5,72.0,87.4,64.5,81.8,77.8,3,7,0,43,9.9,9,0,0,130.8,19,6,680,3,279,723,7,0,0,7,0,0,716,96,348,33,39,52,23,16,1,274,200,14.4
Montae Nicholson,11878,S,MICH STATE,11,15,0,58.6,1,0,223,72.4,73.9,47.5,60.0,74.8,70.1,0,0,1,34,15.6,14,2,1,83.3,17,0,197,7,312,643,6,0,0,6,0,357,637,1,330,76,20,61,29,0,2,165,32,9.7
Jalen Reeves-Maybin,11879,LB,TENNESSEE,4,5,0,66.7,0,0,307,68.3,63.3,78.9,46.7,59.9,61.7,1,1,0,9,15.0,3,0,0,77.1,2,0,103,0,51,114,1,0,0,1,0,0,113,3,60,10,7,12,3,2,0,14,23,7.0
Howard Wilson,11881,CB,HOUSTON,12,1,1,48.1,1,0,182,89.7,90.2,51.0,69.3,86.1,66.0,0,1,5,35,13.3,8,8,3,43.8,37,0,50,674,438,744,5,0,0,5,0,9,739,5,301,4,14,51,77,1,2,370,88,10.0
Deatrich Wise Jr.,11886,ED,ARKANSAS,12,9,2,,0,1,111,61.0,84.3,85.5,82.6,77.4,79.9,11,23,0,,5.6,2,0,0,0.0,0,5,7,0,3,447,440,17,37,256,130,0,7,243,201,0,21,25,0,39,0,0,0,
Ryan Switzer,11888,WR,N CAROLINA,1,0,0,,0,0,245,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Ryan Glasgow,11893,DI,MICHIGAN,12,10,2,,0,1,222,67.9,89.9,85.3,86.5,83.7,73.3,8,20,0,,9.1,3,0,0,0.0,0,6,0,0,0,478,478,95,369,3,11,0,0,236,242,0,23,20,0,34,0,0,0,
Carlos Watkins,11897,DI,CLEMSON,12,4,3,100.0,0,0,140,59.9,77.8,54.9,74.9,77.8,57.9,4,17,0,5,21.9,7,0,2,87.5,1,7,5,0,5,561,555,183,328,0,44,0,6,323,233,0,26,21,1,28,0,5,4,5.0
Blair Brown,11903,LB,OHIO,12,29,0,87.0,0,2,259,87.2,91.5,0.0,80.4,93.6,92.2,2,15,0,20,2.7,3,0,5,102.5,20,4,490,2,300,632,36,0,0,36,0,0,596,80,252,104,57,80,23,21,1,118,95,5.9
Damontae Kazee,11904,CB,S DIEGO ST,12,7,0,50.8,0,0,284,84.0,84.4,50.4,52.9,82.3,83.2,0,1,5,59,8.6,5,3,2,51.3,31,0,83,652,423,742,4,0,0,4,0,3,738,5,314,0,21,46,61,1,3,361,86,11.6
Desmond King II,11906,CB,IOWA,12,4,0,42.2,0,1,192,90.2,90.1,25.7,58.3,88.5,78.1,0,0,2,54,9.3,5,8,3,47.7,19,0,101,611,405,806,28,0,0,28,0,0,778,2,399,66,16,45,45,0,1,233,77,12.3
Corn Elder,11907,CB,MIAMI FL,12,9,1,57.4,0,1,220,88.0,89.3,87.1,81.9,78.6,90.1,1,3,1,49,5.5,4,7,1,76.9,31,3,76,639,433,819,11,0,0,11,0,10,808,21,365,82,31,60,54,7,2,289,135,9.3
Jayon Brown,11910,LB,UCLA,12,17,0,64.7,0,0,324,81.7,79.6,65.1,68.4,74.7,90.8,5,9,3,39,5.5,7,5,2,50.4,22,3,827,1,442,964,46,4,0,42,0,5,918,78,444,85,67,103,34,17,0,254,222,11.5
Nate Hairston,11913,CB,TEMPLE,12,1,0,60.0,0,0,306,79.8,79.0,85.9,,67.3,44.3,0,0,1,22,26.7,8,4,2,56.8,18,0,29,597,331,663,1,0,0,1,0,1,662,0,332,35,10,21,30,0,0,134,31,7.4
Anthony Walker Jr.,11916,LB,NWESTERN,12,18,0,82.1,0,2,256,74.2,84.9,89.7,73.5,83.5,61.0,3,16,1,39,16.8,18,2,1,98.7,32,2,811,2,442,862,4,0,0,4,0,2,858,55,365,41,50,71,39,21,1,320,205,10.0
Matt Milano,11918,LB,BOSTON COL,12,9,0,64.7,0,1,121,75.6,77.4,65.3,65.1,83.6,80.8,2,11,1,32,8.1,5,4,2,82.4,22,5,310,6,321,710,183,0,0,183,0,0,527,98,291,211,34,48,34,18,1,235,116,10.7
Marquel Lee,11923,LB,WAKE,12,15,0,69.6,0,2,339,66.2,79.1,87.3,80.6,76.4,82.1,2,4,0,27,9.1,9,0,1,88.5,16,8,716,0,343,778,23,0,0,23,0,3,755,68,367,36,59,75,23,14,0,157,108,9.8
Treston Decoud,11924,CB,OREGON ST,12,3,0,49.4,0,0,265,77.5,77.0,29.2,54.8,73.8,68.1,0,0,2,63,12.3,8,9,8,76.5,38,0,29,860,469,903,0,0,0,0,0,3,903,2,432,11,16,54,77,0,3,576,188,15.2
Brian Allen,11928,CB,UTAH,12,4,0,57.4,0,0,328,70.5,70.2,10.9,56.6,72.7,44.5,0,0,4,75,22.7,10,4,4,92.1,31,0,20,569,381,625,6,0,0,6,0,2,619,3,241,27,10,30,54,0,5,546,220,17.6
DeAngelo Yancey,11930,WR,PURDUE,1,0,0,0.0,0,0,273,60.0,60.0,63.7,,,,0,0,1,,,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,
Trent Taylor,11932,WR,LA TECH,2,0,0,,0,0,208,60.0,62.5,60.0,,60.0,,0,0,0,,,0,0,2,0.0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
Davon Godchaux,11934,DI,LSU,11,8,0,,0,0,211,64.2,71.1,52.9,66.7,71.2,78.3,8,13,0,,10.0,4,0,2,0.0,0,7,0,0,0,579,579,9,254,16,300,0,0,314,265,0,29,28,0,28,0,0,0,
Ukeme Eligwe,11938,LB,GA SOUTHRN,11,14,1,76.9,0,3,174,68.9,80.6,85.9,63.3,84.7,83.1,3,5,1,38,9.6,10,2,0,99.3,30,3,520,0,267,657,32,0,0,32,0,1,625,51,339,103,44,80,39,11,1,330,200,11.0
Caleb Brantley,11939,DI,FLORIDA,11,3,0,,0,1,163,,88.6,0.0,86.3,90.2,59.8,10,15,0,,13.8,4,0,5,0.0,0,2,0,0,0,317,317,14,258,5,40,0,0,165,152,0,21,22,0,27,0,0,0,
Nathan Gerry,11940,S,NEBRASKA,11,20,0,66.7,0,0,238,89.7,90.1,52.6,78.8,82.1,87.9,1,1,4,92,7.9,7,6,1,70.7,20,1,300,5,391,723,17,0,0,17,0,328,706,8,324,72,32,62,30,3,2,219,153,11.0
Chuck Clark,11941,S,VA TECH,12,12,0,64.0,1,1,337,80.1,82.2,88.1,,81.5,69.3,0,0,0,84,13.3,10,2,1,106.3,16,0,278,5,442,808,4,0,0,4,0,338,804,0,366,183,22,53,25,0,1,225,119,14.1
Mike Tyson,11942,CB,CINCINNATI,10,4,0,59.3,0,0,138,85.5,83.2,90.8,69.8,71.6,90.4,0,0,5,58,2.6,1,7,1,65.5,32,1,90,0,375,734,30,0,0,30,0,8,704,4,355,606,18,34,54,1,4,362,158,11.3
Tanzel Smart,11944,DI,TULANE,12,17,0,,1,1,319,62.8,82.8,4.5,78.9,85.6,61.0,7,33,0,,10.3,6,0,8,0.0,0,7,1,0,2,806,805,38,716,3,48,0,1,401,403,0,30,35,0,47,0,0,0,
Xavier Woods,11946,S,LA TECH,12,7,1,57.1,1,0,208,85.7,85.5,88.8,75.4,77.0,77.3,4,1,5,22,11.4,9,6,2,45.5,24,3,162,5,470,843,16,0,0,16,0,375,827,28,345,284,24,63,42,8,2,197,110,8.2
Jordan Evans,11947,LB,OKLAHOMA,12,20,1,69.7,1,1,261,88.0,79.4,35.3,64.3,70.4,68.2,3,5,4,31,12.8,12,5,2,67.6,23,2,759,1,453,836,13,0,0,13,0,3,823,61,322,60,32,62,33,10,1,292,177,12.7
Vincent Taylor,11949,DI,OKLA STATE,12,2,1,0.0,0,2,262,61.6,92.4,88.1,90.8,91.2,83.0,8,23,0,,0.0,0,0,0,39.6,0,7,11,0,6,511,499,241,256,1,1,0,12,246,259,0,32,31,1,38,0,0,0,
