player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Willie Henry,10766,DI,MICHIGAN,12,8,2,,1,0,222,62.4,73.4,0.0,74.9,76.4,77.3,5,21,0,,18.8,6,0,9,0.0,0,6,0,0,0,547,547,50,311,81,105,0,0,293,254,0,21,18,0,32,0,0,0,
Dean Lowry,10771,ED,NWESTERN,12,9,7,0.0,0,0,256,65.9,80.8,43.6,76.5,81.3,83.5,3,35,1,,7.1,3,0,3,0.0,0,4,1,0,21,656,655,36,165,357,97,0,1,387,248,0,29,30,1,42,0,0,0,
Zack Sanchez,10775,CB,OKLAHOMA,10,1,0,59.2,0,0,261,65.0,67.7,86.4,78.9,70.2,72.1,0,3,6,72,13.7,7,5,3,70.6,42,1,23,614,329,651,6,0,0,6,0,4,645,4,318,4,18,43,71,4,5,527,203,12.5
Ronald Blair III,10776,DI,APP STATE,12,7,0,,0,0,108,68.1,80.4,67.7,80.3,72.3,82.8,6,22,1,,7.0,4,1,1,0.0,0,8,0,0,5,547,547,35,49,127,336,0,0,272,270,0,47,46,0,36,0,0,0,
Quinton Jefferson,10781,DI,MARYLAND,12,4,0,,0,2,215,60.3,77.4,72.7,73.2,76.4,64.2,5,15,1,,12.8,5,0,1,0.0,0,6,1,0,3,720,719,62,615,0,42,0,1,375,342,0,29,30,0,26,0,0,0,
Matt Ioannidis,10786,DI,TEMPLE,12,2,2,66.7,0,0,306,65.4,78.3,86.9,77.0,72.3,57.9,10,14,0,6,15.2,5,1,0,70.1,2,4,6,0,6,590,584,152,389,21,22,0,6,357,227,0,26,26,3,28,0,2,12,1.0
K.J. Dillon,10793,CB,W VIRGINIA,12,6,1,55.6,1,0,343,70.0,70.0,65.1,72.1,65.4,50.0,1,6,2,45,20.3,13,6,3,61.5,25,1,132,1,410,829,116,0,0,116,0,105,713,51,368,475,19,45,45,8,0,342,162,13.7
Kentrell Brothers,10794,LB,MISSOURI,12,29,0,75.0,0,1,229,80.3,91.2,62.4,74.9,90.8,80.7,4,10,2,25,11.3,18,3,1,68.4,33,2,738,1,359,828,27,0,0,27,0,0,801,58,411,62,78,113,44,16,0,240,174,7.3
DJ Reader,10800,DI,CLEMSON,6,1,0,,0,0,140,62.2,68.8,84.1,75.0,57.6,73.8,3,5,0,,0.0,0,0,0,0.0,0,0,4,0,1,148,144,92,51,0,1,0,4,86,61,0,2,4,0,8,0,0,0,
Antwione Williams,10803,LB,GA SOUTHRN,12,14,1,69.7,0,4,174,61.7,72.1,88.0,71.6,72.9,74.3,5,8,0,69,11.0,10,1,0,115.8,23,4,570,7,294,678,44,0,0,44,0,1,634,58,326,56,41,67,33,17,2,281,185,12.2
Trey Caldwell,10807,CB,LA MONROE,13,3,0,50.0,1,0,209,89.7,88.9,86.6,71.0,71.8,65.1,0,1,1,37,13.8,9,11,1,70.5,30,0,58,730,363,828,3,0,0,3,0,2,825,2,463,35,25,53,60,1,2,325,147,10.8
Jatavis Brown,10809,LB,AKRON,12,23,0,78.8,0,4,102,91.5,92.1,88.1,93.2,73.3,77.0,11,20,1,76,10.4,11,2,0,94.8,26,13,535,1,314,748,120,0,0,120,0,4,628,132,302,88,45,72,33,44,1,243,183,9.3
D.J. White,10812,CB,GA TECH,11,3,0,50.7,1,2,176,65.4,68.4,85.0,59.5,75.9,74.5,0,0,2,44,9.3,4,8,3,79.0,35,0,107,500,318,653,4,0,0,4,0,8,649,1,334,34,5,36,69,0,4,454,106,13.0
Devante Bond,10817,ED,OKLAHOMA,8,4,1,60.0,0,1,261,71.8,79.4,88.8,77.1,76.3,86.2,3,8,0,11,2.9,1,1,1,73.8,3,2,21,0,72,350,310,0,0,310,0,0,40,92,186,19,21,29,5,13,0,26,7,8.7
Anthony Brown,10823,CB,PURDUE,12,7,0,53.7,0,0,273,76.9,75.0,87.0,82.6,59.1,61.4,1,1,4,72,15.6,10,6,5,80.4,36,0,98,751,448,907,8,0,0,8,0,9,899,2,457,41,8,47,67,2,5,539,212,15.0
Josh Forrest,10824,LB,KENTUCKY,12,21,1,67.9,0,1,202,84.4,81.4,22.7,87.2,67.2,56.7,5,13,2,21,17.5,17,5,3,65.6,19,4,748,0,315,828,18,0,0,18,0,13,810,85,428,49,29,59,28,22,1,167,92,8.8
Cory James,10828,LB,COLO STATE,12,8,0,75.0,0,0,144,72.6,72.0,29.6,71.2,67.9,87.7,0,23,0,40,5.1,3,0,3,104.2,6,3,248,5,110,639,365,0,0,334,31,0,274,188,341,21,33,48,8,26,0,76,52,12.7
Blake Countess,10830,CB,AUBURN,12,6,0,56.3,0,0,115,73.4,70.8,57.6,59.3,62.4,64.5,0,0,2,39,15.9,11,8,4,65.2,36,0,82,127,425,817,17,0,0,17,0,317,800,9,383,274,15,52,64,0,1,370,199,10.3
Anthony Zettel,10836,DI,PENN STATE,12,5,5,,1,0,266,65.2,73.1,54.2,75.1,67.3,79.2,3,25,0,,9.8,4,0,2,0.0,0,1,0,0,2,589,589,32,467,51,39,0,0,291,296,0,30,32,0,29,0,0,0,
Dadi Nicolas,10837,ED,VA TECH,12,12,3,100.0,0,1,337,67.9,70.3,43.9,82.6,58.9,81.1,10,31,0,16,15.9,7,0,4,118.8,1,2,6,0,13,683,676,0,114,465,97,0,7,292,378,1,22,25,1,43,0,16,2,16.0
Jordan Lucas,10838,S,PENN STATE,8,6,0,71.4,0,0,266,58.2,59.9,86.9,53.4,63.6,66.5,0,0,0,43,17.4,8,1,0,95.7,20,0,51,2,214,469,10,0,0,10,0,231,459,10,245,175,8,32,28,0,0,229,84,11.5
Maurice Canady,10843,CB,VIRGINIA,12,5,0,63.4,0,0,335,59.3,60.5,89.3,52.1,65.1,51.2,1,3,0,39,19.2,10,5,3,99.6,45,0,74,366,420,815,22,0,0,22,0,2,793,23,372,351,14,37,71,4,4,442,186,9.8
Kavon Frazier,10846,S,C MICHIGAN,12,9,0,63.3,0,2,134,76.8,80.0,88.2,65.2,78.5,90.7,0,2,1,64,7.9,8,4,0,100.3,19,0,128,1,409,788,4,0,0,4,0,556,784,4,375,99,31,84,30,2,3,187,109,9.8
Elandon Roberts,10848,LB,HOUSTON,12,16,0,75.7,0,1,182,69.8,82.8,31.2,69.7,84.2,77.6,7,9,1,21,9.8,13,5,2,92.4,28,6,718,0,337,764,19,0,0,19,0,0,745,102,325,27,71,103,37,22,1,262,170,9.4
Kevon Seymour,10852,CB,USC,10,3,0,70.8,0,0,326,67.1,67.7,83.6,,65.9,75.6,0,0,1,41,6.3,1,0,3,95.8,17,0,18,307,213,355,1,0,0,1,0,6,354,0,142,23,3,12,24,0,1,220,97,12.9
Will Parks,10853,S,ARIZONA,12,15,1,73.7,0,2,109,72.4,74.6,90.4,57.3,78.5,70.7,1,2,0,59,9.9,8,4,1,118.1,28,0,244,10,433,877,121,0,0,121,0,162,756,26,418,340,22,58,38,3,2,338,228,12.1
Travis Feeney,10854,ED,WASHINGTON,12,6,1,88.9,1,2,340,60.2,71.9,9.2,80.5,71.8,74.3,8,21,0,13,10.4,5,1,5,126.9,8,7,8,1,102,515,486,0,0,486,0,0,29,181,232,20,32,37,9,36,1,50,31,6.3
Aaron Wallace,10856,ED,UCLA,12,19,0,60.0,0,0,324,53.0,69.1,72.2,72.7,68.1,86.4,3,15,0,19,8.0,4,0,1,87.9,3,8,59,0,59,547,457,0,1,443,13,0,90,202,286,31,21,27,5,26,0,43,26,14.3
Stephen Weatherly,10861,ED,VANDERBILT,12,11,1,66.7,0,2,333,62.0,68.2,49.6,63.5,72.8,70.4,6,31,0,11,9.8,5,1,3,72.2,4,4,112,0,123,753,625,1,7,611,6,0,128,281,349,16,27,35,6,41,0,21,23,5.3
